Time;TIME_sec;Start;fix;latitude;longitude;altitude;HDOP;VDOP;satnum;Speed
20230116 085920.766868;1673855960.766868;False;3D;4202.6555;01218.3075;143.3;2.1;3.0*3D;05;51.52264
20230116 085921.763174;1673855961.763174;False;3D;4202.6561;01218.3181;143.2;2.1;3.0*3D;05;52.94868
20230116 085922.766010;1673855962.76601;False;3D;4202.6568;01218.3287;142.8;2.1;3.0*3D;05;51.818960000000004
20230116 085924.086419;1673855964.086419;False;3D;4202.6575;01218.3391;142.7;2.1;3.0*3D;05;50.3744
20230116 085924.766008;1673855964.766008;False;3D;4202.6582;01218.3490;142.6;2.1;3.0*3D;05;47.80012
20230116 085925.759432;1673855965.759432;False;3D;4202.6587;01218.3585;142.5;4.8;6.6*38;04;47.0408
20230116 085926.767560;1673855966.76756;False;3D;4202.6588;01218.3676;142.7;2.1;3.0*3D;05;41.799640000000004
20230116 085927.769962;1673855967.769962;False;3D;4202.6583;01218.3754;142.2;2.1;3.0*3D;05;37.16964
20230116 085929.090922;1673855969.090922;False;3D;4202.6575;01218.3808;141.7;2.1;3.0*3D;05;27.98372
20230116 085929.768531;1673855969.768531;False;3D;4202.6568;01218.3832;142.1;2.1;3.0*3D;05;15.686440000000003
20230116 085930.766722;1673855970.766722;False;3D;4202.6549;01218.3848;142.3;2.1;3.0*3D;05;13.44552
20230116 085931.765357;1673855971.765357;False;3D;4202.6527;01218.3853;143.0;2.1;3.0*3D;05;17.29768
20230116 085932.767646;1673855972.767646;False;3D;4202.6492;01218.3855;143.1;2.1;3.0*3D;05;23.16852
20230116 085934.090979;1673855974.090979;False;3D;4202.6447;01218.3855;142.8;2.1;3.0*3D;05;29.31716
20230116 085934.765794;1673855974.765794;False;3D;4202.6393;01218.3852;142.6;2.1;3.0*3D;05;35.22504
20230116 085935.779141;1673855975.779141;False;3D;4202.6333;01218.3848;142.5;2.1;3.0*3D;05;40.281
20230116 085936.769764;1673855976.769764;False;3D;4202.6268;01218.3845;142.4;2.1;3.0*3D;05;41.44776
20230116 085937.768422;1673855977.768422;False;3D;4202.6208;01218.3842;142.5;2.1;3.0*3D;05;38.29936
20230116 085939.089650;1673855979.08965;False;3D;4202.6156;01218.3838;143.0;2.1;3.0*3D;05;33.81752
20230116 085939.768259;1673855979.768259;False;3D;4202.6114;01218.3834;143.3;2.1;3.0*3D;05;27.909640000000003
20230116 085940.768530;1673855980.76853;False;3D;4202.6089;01218.3831;143.0;2.1;3.0*3D;05;19.00152
20230116 085941.765344;1673855981.765344;False;3D;4202.6068;01218.3822;143.3;2.1;3.0*3D;05;15.204920000000003
20230116 085942.765725;1673855982.765725;False;3D;4202.6050;01218.3802;143.5;2.1;3.0*3D;05;17.27916
20230116 085944.090027;1673855984.090027;False;3D;4202.6037;01218.3771;143.4;2.1;3.0*3D;05;18.39036
20230116 085944.768393;1673855984.768393;False;3D;4202.6032;01218.3723;143.6;2.1;3.0*3D;05;23.4278
20230116 085945.776851;1673855985.776851;False;3D;4202.6035;01218.3652;144.0;2.1;3.0*3D;05;32.0396
20230116 085946.780611;1673855986.780611;False;3D;4202.6043;01218.3562;144.2;2.1;3.0*3D;05;41.003280000000004
20230116 085947.787002;1673855987.787002;False;3D;4202.6051;01218.3457;144.1;2.1;3.0*3D;05;49.68916
20230116 085949.089657;1673855989.089657;False;3D;4202.6055;01218.3343;143.5;2.1;3.0*3D;05;55.522960000000005
20230116 085949.771125;1673855989.771125;False;3D;4202.6057;01218.3228;143.3;2.1;3.0*3D;05;54.48584
20230116 085950.769048;1673855990.769048;False;3D;4202.6057;01218.3124;142.5;2.1;3.0*3D;05;48.059400000000004
20230116 085951.770952;1673855991.770952;False;3D;4202.6058;01218.3032;142.4;2.1;3.0*3D;05;42.318200000000004
20230116 085952.772352;1673855992.772352;False;3D;4202.6060;01218.2950;142.3;2.1;3.0*3D;05;38.892
20230116 085954.091926;1673855994.091926;False;3D;4202.6061;01218.2874;142.3;2.1;3.0*3D;05;36.18808
20230116 085954.775402;1673855994.775402;False;3D;4202.6061;01218.2807;141.7;2.1;3.0*3D;05;31.761799999999997
20230116 085955.771054;1673855995.771054;False;3D;4202.6062;01218.2752;141.5;2.1;3.0*3D;05;25.1872
20230116 085956.770662;1673855996.770662;False;3D;4202.6064;01218.2709;141.1;2.1;3.0*3D;05;20.24236
20230116 085957.765405;1673855997.765405;False;3D;4202.6072;01218.2674;140.7;2.1;3.0*3D;05;17.07544
20230116 085959.086496;1673855999.086496;False;3D;4202.6088;01218.2649;140.5;2.1;3.0*3D;05;14.778960000000001
20230116 085959.765307;1673855999.765307;False;3D;4202.6111;01218.2639;139.8;2.1;3.0*3D;05;14.704880000000001
20230116 090000.769659;1673856000.769659;False;3D;4202.6143;01218.2638;139.6;2.9;5.4*3C;04;19.0756
20230116 090001.768290;1673856001.76829;False;3D;4202.6172;01218.2636;139.0;2.1;3.0*3D;05;17.8718
20230116 090002.768833;1673856002.768833;False;3D;4202.6198;01218.2625;138.7;2.1;3.0*3D;05;16.98284
20230116 090004.087839;1673856004.087839;False;3D;4202.6214;01218.2605;138.3;2.1;3.0*3D;05;14.112240000000002
20230116 090004.765096;1673856004.765096;False;3D;4202.6220;01218.2577;138.3;2.1;3.0*3D;05;15.186399999999999
20230116 090005.770317;1673856005.770317;False;3D;4202.6218;01218.2546;137.7;2.1;3.0*3D;05;15.31604
20230116 090006.767297;1673856006.767297;False;3D;4202.6217;01218.2513;137.8;2.1;3.0*3D;05;17.07544
20230116 090007.770523;1673856007.770523;False;3D;4202.6215;01218.2471;138.3;2.1;3.0*3D;05;21.77952
20230116 090009.089968;1673856009.089968;False;3D;4202.6214;01218.2421;138.6;2.1;3.0*3D;05;26.24284
20230116 090009.770571;1673856009.770571;False;3D;4202.6215;01218.2362;138.8;2.1;3.0*3D;05;29.891280000000002
20230116 090010.770724;1673856010.770724;False;3D;4202.6217;01218.2295;139.4;2.1;3.0*3D;05;33.05820000000001
20230116 090011.768179;1673856011.768179;False;3D;4202.6217;01218.2228;139.4;2.1;3.0*3D;05;32.706320000000005
20230116 090012.776027;1673856012.776027;False;3D;4202.6218;01218.2165;139.6;2.1;3.0*3D;05;28.90972
20230116 090014.090349;1673856014.090349;False;3D;4202.6225;01218.2113;140.0;2.1;3.0*3D;05;23.96488
20230116 090014.787926;1673856014.787926;False;3D;4202.6239;01218.2070;139.8;2.1;3.0*3D;05;22.48328
20230116 090015.776758;1673856015.776758;False;3D;4202.6266;01218.2031;139.4;2.1;3.0*3D;05;25.33536
20230116 090016.774928;1673856016.774928;False;3D;4202.6304;01218.1990;139.4;2.1;3.0*3D;05;31.947000000000003
20230116 090017.807410;1673856017.80741;False;3D;4202.6342;01218.1944;138.8;2.1;3.0*3D;05;34.46572
20230116 090019.088524;1673856019.088524;False;3D;4202.6381;01218.1896;138.9;2.1;3.0*3D;05;33.317479999999996
20230116 090019.793360;1673856019.79336;False;3D;4202.6415;01218.1850;139.0;2.1;3.0*3D;05;29.761640000000003
20230116 090020.770437;1673856020.770437;False;3D;4202.6443;01218.1810;138.9;2.1;3.0*3D;05;25.594640000000002
20230116 090021.772287;1673856021.772287;False;3D;4202.6466;01218.1776;139.2;2.1;3.0*3D;05;21.14984
20230116 090022.765895;1673856022.765895;False;3D;4202.6485;01218.1748;139.9;2.1;3.0*3D;05;15.6494
20230116 090024.087607;1673856024.087607;False;3D;4202.6497;01218.1729;140.6;2.1;3.0*3D;05;9.51928
20230116 090024.769897;1673856024.769897;False;3D;4202.6503;01218.1719;141.2;2.1;3.0*3D;05;4.83372
20230116 090025.768471;1673856025.768471;False;3D;4202.6506;01218.1715;141.4;2.1;3.0*3D;05;1.7223600000000001
20230116 090026.769703;1673856026.769703;False;3D;4202.6508;01218.1714;142.2;2.1;3.0*3D;05;0.7963600000000001
20230116 090027.762041;1673856027.762041;False;3D;4202.6512;01218.1712;144.0;2.1;3.0*3D;05;0.11112
20230116 090029.082754;1673856029.082754;False;3D;4202.6516;01218.1711;145.7;2.1;3.0*3D;05;0.05556
20230116 090029.772627;1673856029.772627;False;3D;4202.6519;01218.1711;146.8;2.1;3.0*3D;05;1.05564
20230116 090030.768184;1673856030.768184;False;3D;4202.6520;01218.1711;147.2;2.1;3.0*3D;05;0.29632000000000003
20230116 090031.772817;1673856031.772817;False;3D;4202.6520;01218.1712;147.6;2.1;3.0*3D;05;0.16668
20230116 090032.767392;1673856032.767392;False;3D;4202.6522;01218.1712;148.2;2.1;3.0*3D;05;0.77784
20230116 090034.084977;1673856034.084977;False;3D;4202.6523;01218.1712;148.7;2.1;3.0*3D;05;0.6296800000000001
20230116 090034.765606;1673856034.765606;False;3D;4202.6522;01218.1712;148.7;2.1;3.0*3D;05;0.16668
20230116 090035.772242;1673856035.772242;False;3D;4202.6521;01218.1714;148.3;2.1;3.0*3D;05;0.75932
20230116 090036.771721;1673856036.771721;False;3D;4202.6519;01218.1716;147.8;2.1;3.0*3D;05;1.44456
20230116 090037.767024;1673856037.767024;False;3D;4202.6517;01218.1718;147.4;2.1;3.0*3D;05;0.9815600000000001
20230116 090039.086519;1673856039.086519;False;3D;4202.6517;01218.1719;147.3;2.1;3.0*3D;05;0.11112
20230116 090039.768404;1673856039.768404;False;3D;4202.6517;01218.1719;147.4;2.1;3.0*3D;05;0.87044
20230116 090040.764736;1673856040.764736;False;3D;4202.6518;01218.1718;147.3;2.1;3.0*3D;05;0.2778
20230116 090041.770637;1673856041.770637;False;3D;4202.6518;01218.1718;147.5;2.1;3.0*3D;05;0.9815600000000001
20230116 090042.770428;1673856042.770428;False;3D;4202.6518;01218.1718;147.2;2.1;3.0*3D;05;0.05556
20230116 090044.077937;1673856044.077937;False;3D;4202.6518;01218.1718;147.2;2.1;3.0*3D;05;0.24076000000000003
20230116 090044.769747;1673856044.769747;False;3D;4202.6518;01218.1718;147.0;2.1;3.0*3D;05;0.33336
20230116 090045.765570;1673856045.76557;False;3D;4202.6519;01218.1718;147.2;2.1;3.0*3D;05;0.51856
20230116 090046.764420;1673856046.76442;False;3D;4202.6520;01218.1718;147.3;2.1;3.0*3D;05;0.51856
20230116 090047.783012;1673856047.783012;False;3D;4202.6520;01218.1718;147.3;2.1;3.0*3D;05;0.35188
20230116 090049.089029;1673856049.089029;False;3D;4202.6519;01218.1719;147.0;2.1;3.0*3D;05;0.87044
20230116 090049.765827;1673856049.765827;False;3D;4202.6519;01218.1719;146.8;2.1;3.0*3D;05;0.37040000000000006
20230116 090050.769381;1673856050.769381;False;3D;4202.6520;01218.1715;146.6;2.1;3.0*3D;05;2.70392
20230116 090051.766784;1673856051.766784;False;3D;4202.6525;01218.1706;146.6;2.1;3.0*3D;05;6.5746
20230116 090052.769091;1673856052.769091;False;3D;4202.6530;01218.1690;146.8;2.1;3.0*3D;05;9.50076
20230116 090054.088394;1673856054.088394;False;3D;4202.6531;01218.1666;146.6;2.1;3.0*3D;05;13.03808
20230116 090054.767702;1673856054.767702;False;3D;4202.6525;01218.1638;146.3;2.1;3.0*3D;05;13.389960000000002
20230116 090055.770695;1673856055.770695;False;3D;4202.6516;01218.1612;146.1;2.1;3.0*3D;05;14.66784
20230116 090056.771580;1673856056.77158;False;3D;4202.6502;01218.1590;145.8;2.1;3.0*3D;05;12.612119999999999
20230116 090057.769413;1673856057.769413;False;3D;4202.6489;01218.1575;146.4;2.1;3.0*3D;05;10.0934
20230116 090059.085074;1673856059.085074;False;3D;4202.6478;01218.1562;146.4;2.1;3.0*3D;05;9.64892
20230116 090059.771028;1673856059.771028;False;3D;4202.6466;01218.1548;146.5;2.1;3.0*3D;05;9.908199999999999
20230116 090100.770776;1673856060.770776;False;3D;4202.6456;01218.1534;146.7;2.1;3.0*3D;05;9.074800000000002
20230116 090101.771892;1673856061.771892;False;3D;4202.6447;01218.1523;146.7;2.1;3.0*3D;05;7.1302
20230116 090102.775611;1673856062.775611;False;3D;4202.6441;01218.1514;147.0;2.1;3.0*3D;05;5.16708
20230116 090104.088789;1673856064.088789;False;3D;4202.6437;01218.1505;146.9;2.1;3.0*3D;05;5.11152
20230116 090104.773122;1673856064.773122;False;3D;4202.6435;01218.1493;146.6;2.1;3.0*3D;05;6.3708800000000005
20230116 090105.768256;1673856065.768256;False;3D;4202.6436;01218.1479;146.5;2.1;3.0*3D;05;6.25976
20230116 090106.769256;1673856066.769256;False;3D;4202.6442;01218.1465;146.3;2.1;3.0*3D;05;6.482
20230116 090107.771716;1673856067.771716;False;3D;4202.6464;01218.1437;146.0;2.1;3.0*3D;05;14.482640000000002
20230116 090109.101237;1673856069.101237;False;3D;4202.6492;01218.1402;145.4;2.1;3.0*3D;05;20.4646
20230116 090109.770423;1673856069.770423;False;3D;4202.6518;01218.1366;145.0;2.1;3.0*3D;05;23.242600000000003
20230116 090110.769826;1673856070.769826;False;3D;4202.6544;01218.1328;144.5;2.1;3.0*3D;05;23.0574
20230116 090111.780195;1673856071.780195;False;3D;4202.6566;01218.1290;144.1;2.1;3.0*3D;05;22.14992
20230116 090112.765321;1673856072.765321;False;3D;4202.6581;01218.1250;143.6;2.1;3.0*3D;05;20.52016
20230116 090114.076692;1673856074.076692;False;3D;4202.6585;01218.1211;143.8;2.1;3.0*3D;05;20.29792
20230116 090114.769528;1673856074.769528;False;3D;4202.6581;01218.1169;144.2;2.1;3.0*3D;05;22.687
20230116 090115.770261;1673856075.770261;False;3D;4202.6567;01218.1127;144.0;2.1;3.0*3D;05;23.20556
20230116 090116.767076;1673856076.767076;False;3D;4202.6548;01218.1092;143.8;2.1;3.0*3D;05;20.372
20230116 090117.806035;1673856077.806035;False;3D;4202.6511;01218.1090;144.4;2.1;3.0*3D;05;15.056760000000002
20230116 090118.977267;1673856078.977267;False;3D;4202.6474;01218.1105;144.5;2.1;3.0*3D;05;16.260559999999998
20230116 090119.767108;1673856079.767108;False;3D;4202.6446;01218.1128;144.9;2.1;3.0*3D;05;19.24228
20230116 090120.769803;1673856080.769803;False;3D;4202.6421;01218.1161;145.2;2.1;3.0*3D;05;21.16836
20230116 090121.769438;1673856081.769438;False;3D;4202.6394;01218.1202;145.3;2.1;3.0*3D;05;24.464920000000003
20230116 090122.770568;1673856082.770568;False;3D;4202.6368;01218.1245;144.8;2.1;3.0*3D;05;27.94668
20230116 090124.092805;1673856084.092805;False;3D;4202.6337;01218.1293;144.7;2.1;3.0*3D;05;29.557920000000003
20230116 090124.772393;1673856084.772393;False;3D;4202.6302;01218.1344;144.4;2.1;3.0*3D;05;30.96544
20230116 090125.793366;1673856085.793366;False;3D;4202.6265;01218.1393;143.9;2.1;3.0*3D;05;30.50244
20230116 090126.778653;1673856086.778653;False;3D;4202.6228;01218.1443;145.2;2.1;3.0*3D;05;29.02084
20230116 090127.777070;1673856087.77707;False;3D;4202.6190;01218.1484;145.2;2.1;3.0*3D;05;28.90972
20230116 090129.088464;1673856089.088464;False;3D;4202.6153;01218.1520;145.5;2.1;3.0*3D;05;29.983880000000003
20230116 090129.771050;1673856089.77105;False;3D;4202.6112;01218.1558;145.1;2.1;3.0*3D;05;31.502520000000004
20230116 090130.770825;1673856090.770825;False;3D;4202.6072;01218.1600;144.6;2.1;3.0*3D;05;33.4286
20230116 090131.768423;1673856091.768423;False;3D;4202.6034;01218.1646;144.8;2.1;3.0*3D;05;34.13236
20230116 090132.768168;1673856092.768168;False;3D;4202.5997;01218.1696;145.2;2.1;3.0*3D;05;34.41016
20230116 090134.093540;1673856094.09354;False;3D;4202.5960;01218.1746;145.8;2.1;3.0*3D;05;34.799080000000004
20230116 090134.770363;1673856094.770363;False;3D;4202.5921;01218.1798;146.2;2.1;3.0*3D;05;35.98436
20230116 090135.771023;1673856095.771023;False;3D;4202.5881;01218.1850;146.4;2.1;3.0*3D;05;36.52144
20230116 090136.770326;1673856096.770326;False;3D;4202.5841;01218.1901;146.5;2.1;3.0*3D;05;36.0214
20230116 090137.773257;1673856097.773257;False;3D;4202.5802;01218.1952;146.5;2.1;3.0*3D;05;35.5584
20230116 090139.087086;1673856099.087086;False;3D;4202.5766;01218.2001;146.9;2.1;3.0*3D;05;33.44712
20230116 090139.767912;1673856099.767912;False;3D;4202.5731;01218.2048;147.1;2.1;3.0*3D;05;32.076640000000005
20230116 090140.769769;1673856100.769769;False;3D;4202.5699;01218.2094;147.5;2.1;3.0*3C;05;30.558
20230116 090141.768490;1673856101.76849;False;3D;4202.5668;01218.2140;147.7;2.1;3.0*3C;05;30.372799999999998
20230116 090142.769248;1673856102.769248;False;3D;4202.5635;01218.2184;147.8;2.1;3.0*3C;05;30.724680000000003
20230116 090144.109204;1673856104.109204;False;3D;4202.5602;01218.2227;147.9;2.1;3.0*3C;05;30.50244
20230116 090144.772009;1673856104.772009;False;3D;4202.5570;01218.2269;148.1;2.1;3.0*3C;05;29.39124
20230116 090145.769646;1673856105.769646;False;3D;4202.5541;01218.2309;148.7;2.1;3.0*3C;05;27.29848
20230116 090146.770387;1673856106.770387;False;3D;4202.5513;01218.2346;149.1;2.1;3.0*3C;05;26.18728
20230116 090147.771405;1673856107.771405;False;3D;4202.5486;01218.2382;149.4;2.1;3.0*3C;05;24.835320000000003
20230116 090149.083679;1673856109.083679;False;3D;4202.5459;01218.2416;149.8;2.1;3.0*3C;05;23.44632
20230116 090149.773843;1673856109.773843;False;3D;4202.5434;01218.2447;149.8;2.1;3.0*3C;05;21.79804
20230116 090150.769127;1673856110.769127;False;3D;4202.5411;01218.2477;149.8;2.1;3.0*3C;05;21.835079999999998
20230116 090151.770123;1673856111.770123;False;3D;4202.5389;01218.2508;149.7;2.1;3.0*3C;05;20.90908
20230116 090152.770816;1673856112.770816;False;3D;4202.5367;01218.2533;149.3;2.1;3.0*3C;05;18.538520000000002
20230116 090154.098562;1673856114.098562;False;3D;4202.5344;01218.2548;148.8;2.1;3.0*3C;05;17.242120000000003
20230116 090154.773541;1673856114.773541;False;3D;4202.5317;01218.2552;148.5;2.1;3.0*3C;05;18.594079999999998
20230116 090155.770691;1673856115.770691;False;3D;4202.5286;01218.2548;148.7;2.1;3.0*3C;05;21.81656
20230116 090156.772279;1673856116.772279;False;3D;4202.5252;01218.2541;148.8;2.1;3.0*3C;05;23.50188
20230116 090157.773940;1673856117.77394;False;3D;4202.5217;01218.2534;148.6;2.1;3.0*3C;05;23.779680000000003
20230116 090159.091116;1673856119.091116;False;3D;4202.5184;01218.2528;148.6;2.1;3.0*3C;05;22.90924
20230116 090159.773141;1673856119.773141;False;3D;4202.5154;01218.2524;148.5;2.1;3.0*3C;05;19.1682
20230116 090200.770858;1673856120.770858;False;3D;4202.5131;01218.2520;148.6;2.1;3.0*3C;05;14.038160000000001
20230116 090201.765420;1673856121.76542;False;3D;4202.5117;01218.2511;148.3;2.1;3.0*3C;05;10.22304
20230116 090202.782693;1673856122.782693;False;3D;4202.5105;01218.2499;147.8;2.1;3.0*3C;05;8.85256
20230116 090204.092338;1673856124.092338;False;3D;4202.5103;01218.2484;147.5;2.1;3.0*3C;05;7.37096
20230116 090204.772170;1673856124.77217;False;3D;4202.5104;01218.2469;147.2;2.1;3.0*3C;05;6.53756
20230116 090205.770306;1673856125.770306;False;3D;4202.5107;01218.2457;147.0;2.1;3.0*3C;05;4.7226
20230116 090206.771007;1673856126.771007;False;3D;4202.5110;01218.2449;146.8;2.1;3.0*3C;05;2.88912
20230116 090207.771383;1673856127.771383;False;3D;4202.5113;01218.2441;147.1;2.1;3.0*3C;05;3.35212
20230116 090209.084204;1673856129.084204;False;3D;4202.5115;01218.2432;147.0;2.1;3.0*3C;05;3.94476
20230116 090209.767273;1673856129.767273;False;3D;4202.5119;01218.2419;147.2;2.1;3.0*3C;05;6.130120000000001
20230116 090210.764406;1673856130.764406;False;3D;4202.5122;01218.2404;147.6;2.1;3.0*3C;05;7.1672400000000005
20230116 090211.776106;1673856131.776106;False;3D;4202.5125;01218.2388;147.9;2.1;3.0*3C;05;6.79684
20230116 090212.768127;1673856132.768127;False;3D;4202.5128;01218.2375;147.8;2.1;3.0*3C;05;5.2041200000000005
20230116 090214.086726;1673856134.086726;False;3D;4202.5129;01218.2367;147.6;2.1;3.0*3C;05;2.27796
20230116 090214.766429;1673856134.766429;False;3D;4202.5130;01218.2365;147.2;2.1;3.0*3C;05;0.44448
20230116 090215.770038;1673856135.770038;False;3D;4202.5131;01218.2364;147.3;2.1;3.0*3C;05;0.72228
20230116 090216.769094;1673856136.769094;False;3D;4202.5132;01218.2362;147.2;2.1;3.0*3C;05;0.24076000000000003
20230116 090217.786471;1673856137.786471;False;3D;4202.5132;01218.2362;146.7;2.1;3.0*3C;05;0.9630400000000001
20230116 090219.080592;1673856139.080592;False;3D;4202.5132;01218.2362;146.4;2.1;3.0*3C;05;0.25928
20230116 090219.766619;1673856139.766619;False;3D;4202.5133;01218.2361;146.3;2.1;3.0*3C;05;0.2778
20230116 090220.769818;1673856140.769818;False;3D;4202.5134;01218.2361;145.9;2.1;3.0*3C;05;0.6296800000000001
20230116 090221.766655;1673856141.766655;False;3D;4202.5134;01218.2360;145.8;2.1;3.0*3C;05;0.35188
20230116 090222.780123;1673856142.780123;False;3D;4202.5135;01218.2360;145.7;2.1;3.0*3C;05;0.2778
20230116 090224.081257;1673856144.081257;False;3D;4202.5136;01218.2359;145.9;2.1;3.0*3C;05;0.44448
20230116 090224.766202;1673856144.766202;False;3D;4202.5137;01218.2358;145.4;2.1;3.0*3C;05;0.7963600000000001
20230116 090225.771594;1673856145.771594;False;3D;4202.5138;01218.2358;145.6;2.1;3.0*3C;05;0.25928
20230116 090226.770218;1673856146.770218;False;3D;4202.5138;01218.2357;145.6;2.1;3.0*3C;05;0.29632000000000003
20230116 090227.774705;1673856147.774705;False;3D;4202.5138;01218.2357;145.1;2.1;3.0*3C;05;0.31484000000000006
20230116 090229.090435;1673856149.090435;False;3D;4202.5137;01218.2357;144.4;2.1;3.0*3C;05;0.37040000000000006
20230116 090229.772624;1673856149.772624;False;3D;4202.5137;01218.2357;144.0;2.1;3.0*3C;05;0.29632000000000003
20230116 090230.767861;1673856150.767861;False;3D;4202.5137;01218.2356;143.9;2.1;3.0*3C;05;0.44448
20230116 090231.771173;1673856151.771173;False;3D;4202.5137;01218.2356;143.4;2.1;3.0*3C;05;0.6482
20230116 090232.769935;1673856152.769935;False;3D;4202.5136;01218.2356;142.8;2.1;3.0*3C;05;0.42596000000000006
20230116 090234.088661;1673856154.088661;False;3D;4202.5135;01218.2356;142.2;2.1;3.0*3C;05;0.5926400000000001
20230116 090234.769156;1673856154.769156;False;3D;4202.5136;01218.2356;142.4;2.1;3.0*3C;05;0.44448
20230116 090235.771079;1673856155.771079;False;3D;4202.5136;01218.2355;142.3;2.1;3.0*3C;05;0.33336
20230116 090236.768181;1673856156.768181;False;3D;4202.5136;01218.2355;142.1;2.1;3.0*3C;05;0.29632000000000003
20230116 090237.772449;1673856157.772449;False;3D;4202.5137;01218.2354;142.2;2.1;3.0*3C;05;0.37040000000000006
20230116 090239.093867;1673856159.093867;False;3D;4202.5137;01218.2354;142.0;2.1;3.0*3C;05;0.25928
20230116 090239.769210;1673856159.76921;False;3D;4202.5137;01218.2354;141.8;2.1;3.0*3C;05;0.5556
20230116 090240.767218;1673856160.767218;False;3D;4202.5136;01218.2355;141.1;2.1;3.0*3C;05;0.42596000000000006
20230116 090241.770875;1673856161.770875;False;3D;4202.5134;01218.2356;140.4;2.1;3.0*3C;05;0.9815600000000001
20230116 090242.783815;1673856162.783815;False;3D;4202.5134;01218.2356;140.2;2.1;3.0*3C;05;0.29632000000000003
20230116 090244.084528;1673856164.084528;False;3D;4202.5133;01218.2356;139.7;2.1;3.0*3C;05;0.81488
20230116 090244.770788;1673856164.770788;False;3D;4202.5133;01218.2355;139.4;2.1;3.0*3C;05;0.81488
20230116 090245.778305;1673856165.778305;False;3D;4202.5132;01218.2354;138.7;2.1;3.0*3C;05;0.33336
20230116 090246.778909;1673856166.778909;False;3D;4202.5130;01218.2355;137.8;2.1;3.0*3C;05;0.8334
20230116 090247.787437;1673856167.787437;False;3D;4202.5129;01218.2357;136.7;2.1;3.0*3C;05;1.1852800000000001
20230116 090249.102338;1673856169.102338;False;3D;4202.5128;01218.2358;136.4;2.1;3.0*3C;05;0.463
20230116 090249.773603;1673856169.773603;False;3D;4202.5129;01218.2357;136.6;2.1;3.0*3C;05;0.5556
20230116 090250.767804;1673856170.767804;False;3D;4202.5129;01218.2356;136.7;2.1;3.0*3C;05;0.38892
20230116 090251.771928;1673856171.771928;False;3D;4202.5129;01218.2355;137.1;2.1;3.0*3C;05;0.7408000000000001
20230116 090252.770238;1673856172.770238;False;3D;4202.5130;01218.2353;137.4;2.1;3.0*3C;05;1.3704800000000001
20230116 090254.088345;1673856174.088345;False;3D;4202.5131;01218.2350;137.5;2.1;3.0*3C;05;1.4260400000000002
20230116 090254.773381;1673856174.773381;False;3D;4202.5131;01218.2343;137.2;2.1;3.0*3C;05;4.01884
20230116 090255.774579;1673856175.774579;False;3D;4202.5133;01218.2330;137.7;2.1;3.0*3C;05;7.44504
20230116 090256.777973;1673856176.777973;False;3D;4202.5134;01218.2311;137.7;2.1;3.0*3C;05;8.85256
20230116 090257.770158;1673856177.770158;False;3D;4202.5135;01218.2291;137.8;2.1;3.0*3C;05;9.926720000000001
20230116 090259.089683;1673856179.089683;False;3D;4202.5135;01218.2271;138.0;2.1;3.0*3C;05;9.46372
20230116 090259.769250;1673856179.76925;False;3D;4202.5136;01218.2252;137.8;2.1;3.0*3C;05;8.31548
20230116 090300.771576;1673856180.771576;False;3D;4202.5136;01218.2234;137.5;2.1;3.0*3C;05;8.704400000000001
20230116 090301.767998;1673856181.767998;False;3D;4202.5138;01218.2215;137.5;2.1;3.0*3C;05;9.11184
20230116 090302.771357;1673856182.771357;False;3D;4202.5142;01218.2196;137.3;2.1;3.0*3C;05;9.88968
20230116 090304.091697;1673856184.091697;False;3D;4202.5155;01218.2177;137.5;2.1;3.0*3C;05;13.68628
20230116 090304.771948;1673856184.771948;False;3D;4202.5177;01218.2164;137.9;2.1;3.0*3C;05;15.260480000000001
20230116 090305.777690;1673856185.77769;False;3D;4202.5207;01218.2156;138.4;2.1;3.0*3C;05;19.87196
20230116 090306.773706;1673856186.773706;False;3D;4202.5240;01218.2148;139.2;2.1;3.0*3C;05;21.42764
20230116 090307.775338;1673856187.775338;False;3D;4202.5277;01218.2131;139.4;2.1;3.0*3C;05;24.70568
20230116 090309.098200;1673856189.0982;False;3D;4202.5311;01218.2109;139.9;2.1;3.0*3C;05;24.11304
20230116 090309.775833;1673856189.775833;False;3D;4202.5347;01218.2078;140.1;2.1;3.0*3C;05;28.13188
20230116 090310.775892;1673856190.775892;False;3D;4202.5381;01218.2045;140.1;2.1;3.0*3C;05;28.4282
20230116 090311.774922;1673856191.774922;False;3D;4202.5424;01218.1998;140.7;2.1;3.0*3C;05;32.57668
20230116 090312.774935;1673856192.774935;False;3D;4202.5467;01218.1945;141.4;2.1;3.0*3C;05;33.224880000000006
20230116 090314.096802;1673856194.096802;False;3D;4202.5510;01218.1887;141.6;2.1;3.0*3C;05;37.077040000000004
20230116 090314.774637;1673856194.774637;False;3D;4202.5556;01218.1820;140.5;2.1;3.0*3C;05;38.892
20230116 090315.774274;1673856195.774274;False;3D;4202.5605;01218.1755;140.2;2.1;3.0*3C;05;37.02148
20230116 090316.775338;1673856196.775338;False;3D;4202.5649;01218.1697;140.5;2.1;3.0*3C;05;36.15104
20230116 090317.797167;1673856197.797167;False;3D;4202.5695;01218.1637;141.1;2.1;3.0*3C;05;38.07712
20230116 090319.093543;1673856199.093543;False;3D;4202.5746;01218.1570;140.8;2.1;3.0*3C;05;40.26248
20230116 090319.775657;1673856199.775657;False;3D;4202.5799;01218.1502;141.1;2.1;3.0*3C;05;42.5034
