Date;Time;Start;MotorAmps;Motor_Rpm;Battery_A;Battery_V;VLeft;VRight;VVehicle;SOC;kWh;Battery_kW;Motor_kW?;AvailBattkW;QCVoltage;QCCommA;MaximumA?;Chargeremainmin;Charge Current??;ACPower?;heaterPower?;ChargeV??;InverterV
20230116 090232.550951;1673856152.550951;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090233.562990;1673856153.56299;False;0;0.5;0;377.0;0.0;0.0;0.0;54.6875;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090234.579171;1673856154.579171;False;0;0.5;1.0;377.0;0.0;0.0;0.0;54.6875;8.16;0.377;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090235.587123;1673856155.587123;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090236.599603;1673856156.599603;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090237.611990;1673856157.61199;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090238.623699;1673856158.623699;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090239.633224;1673856159.633224;False;0;0.5;1.0;377.0;0.0;0.0;0.0;54.6875;8.16;0.377;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090240.641300;1673856160.6413;False;0;0.5;0;377.0;0.0;0.0;0.0;54.6875;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090241.653530;1673856161.65353;False;0;0.5;1.0;377.0;0.0;0.0;0.0;54.6875;8.16;0.377;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090242.667089;1673856162.667089;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090243.688922;1673856163.688922;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090244.700104;1673856164.700104;False;0;0.5;1.0;377.0;0.0;0.0;0.0;54.6875;8.16;0.377;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090245.722301;1673856165.722301;False;0;0.5;0;377.0;0.0;0.0;0.0;54.6875;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090246.737186;1673856166.737186;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090247.748286;1673856167.748286;False;0;0.5;0;377.0;0.0;0.0;0.0;54.6875;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090248.756890;1673856168.75689;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090249.773867;1673856169.773867;False;0;0.5;0;377.0;0.0;0.0;0.0;54.6875;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090250.782185;1673856170.782185;False;0;0.5;0.5;377.0;0.0;0.0;0.0;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090251.795241;1673856171.795241;False;38.0;87.5;-1.0;376.5;0.0;0.0;0.0;54.6875;8.16;-0.3765;0.3481931857728687;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090252.805254;1673856172.805254;False;58.5;185.5;-3.5;376.5;2.71;2.785;0.0;54.6875;8.16;-1.31775;1.1363926026197677;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090253.818783;1673856173.818783;False;70.5;444.5;-10.5;374.5;6.59;6.62;6.32;54.6875;8.16;-3.93225;3.2816291461235583;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090254.830064;1673856174.830064;False;40.0;612.5;-7.5;375.5;9.25;9.11;8.79;54.6875;8.16;-2.81625;2.5656340004316642;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090255.842031;1673856175.842031;False;24.0;698.5;-4.0;376.0;10.675;10.485;10.13;54.6875;8.16;-1.504;1.7555219748259763;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090256.857545;1673856176.857545;False;0;673.5;0.5;377.0;10.46;10.365;9.97;54.6875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090257.870560;1673856177.87056;False;0;556.5;0;377.0;9.82;8.965;9.0;54.6875;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090258.885701;1673856178.885701;False;20.5;611.5;-2.0;376.5;9.06;9.165;8.73;54.6875;8.16;-0.753;1.312740670241275;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090259.894637;1673856179.894637;False;0;645.5;0;377.0;9.94;10.275;9.68;54.6875;8.16;0.0;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090300.905843;1673856180.905843;False;48.0;664.5;-7.0;375.5;9.615;10.09;9.44;54.6875;8.16;-2.6285;3.3401413092966683;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090301.921371;1673856181.921371;False;87.5;894.5;-25.5;371.5;12.2;14.74;12.9;54.58984375;8.16;-9.47325;8.19628433352187;110;33;0;60;48;0.0;0.0;0.0;0;374
20230116 090302.937707;1673856182.937707;False;104.0;1154.5;-36.0;369.5;15.85;18.885;16.64;54.58984375;8.16;-13.302;12.573491557707309;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090303.950500;1673856183.9505;False;105.5;1475.5;-49.0;366.0;21.87;22.58;21.3;54.58984375;8.16;-17.934;16.301226860640618;110;33;0;60;48;0.0;0.0;0.0;0;368
20230116 090304.964712;1673856184.964712;False;74.5;1753.5;-41.0;367.5;26.515;26.16;25.24;54.58984375;8.16;-15.0675;13.680143749873094;110;33;0;60;48;0.0;0.0;0.0;0;370
20230116 090305.978209;1673856185.978209;False;46.5;1929.5;-27.5;370.0;29.56;28.885;28.0;54.4921875;8.16;-10.175;9.395639688907334;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090306.999678;1673856186.999678;False;41.0;2075.5;-25.5;370.5;31.64;31.055;30.04;54.4921875;8.16;-9.44775;8.911179921785008;110;33;0;60;48;0.0;0.0;0.0;0;374
20230116 090308.010506;1673856188.010506;False;85.0;2297.5;-62.0;363.0;34.775;34.295;33.1;54.4921875;8.16;-22.506;20.450459177930554;110;33;0;60;48;0.0;0.0;0.0;0;364
20230116 090309.022275;1673856189.022275;False;61.5;2545.5;-44.5;366.0;38.665;38.38;36.92;54.39453125;8.16;-16.287;16.393694404411274;110;33;0;60;48;0.0;0.0;0.0;0;368
20230116 090310.037709;1673856190.037709;False;38.5;2711.5;-33.0;368.0;41.0;40.795;39.19;54.39453125;8.16;-12.144;10.931983216267861;110;33;0;60;48;0.0;0.0;0.0;0;370
20230116 090311.054296;1673856191.054296;False;40.0;2826.5;-32.0;368.5;42.855;42.485;40.89;54.39453125;8.16;-11.792;11.839615513828733;110;33;0;60;48;0.0;0.0;0.0;0;372
20230116 090312.079109;1673856192.079109;False;25.0;2864.5;-19.5;371.5;43.5;43.05;41.47;54.39453125;8.16;-7.24425;7.499243463506635;110;33;0;60;48;0.0;0.0;0.0;0;374
20230116 090313.097196;1673856193.097196;False;59.0;2995.5;-50.5;365.5;45.09;45.205;43.26;54.296875;8.16;-18.45775;18.507593561195506;110;33;0;60;48;0.0;0.0;0.0;0;366
20230116 090314.105292;1673856194.105292;False;58.0;3153.5;-58.5;363.0;47.595;47.845;45.73;54.296875;8.16;-21.2355;19.153557370651136;110;33;0;60;48;0.0;0.0;0.0;0;366
20230116 090315.116121;1673856195.116121;False;48.0;3301.5;-50.0;364.5;49.93;49.885;47.83;54.296875;8.16;-18.225;16.595149033322723;110;33;0;60;48;0.0;0.0;0.0;0;366
20230116 090316.124958;1673856196.124958;False;34.5;3387.5;-42.5;365.5;51.085;51.245;49.03;54.19921875;8.16;-15.53375;12.238466881140738;110;33;0;60;48;0.0;0.0;0.0;0;368
20230116 090317.135277;1673856197.135277;False;34.5;3479.5;-36.0;367.0;52.35;52.625;50.3;54.19921875;8.16;-13.212;12.570847383890538;110;33;0;60;48;0.0;0.0;0.0;0;370
20230116 090318.146467;1673856198.146467;False;0.5;3497.5;-2.5;373.5;52.9;52.815;50.66;54.19921875;8.16;-0.93375;0.183128671765505;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090319.155093;1673856199.155093;False;-16.5;3397.5;8.0;376.5;51.295;51.26;49.14;54.19921875;8.16;3.012;-5.870458572314226;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090320.170786;1673856200.170786;False;-11.5;3286.5;10.0;377.0;49.775;49.625;47.63;54.19921875;8.16;3.77;-3.9578569648087614;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090321.182905;1673856201.182905;False;-14.0;3143.5;10.0;377.5;47.585;47.675;45.65;54.19921875;8.16;3.775;-4.608611703061107;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090322.197527;1673856202.197527;False;-31.0;2846.5;23.5;380.5;43.13;43.395;41.46;54.19921875;8.16;8.94175;-9.240628271391458;110;33;0;60;48;0.0;0.0;0.0;0;384
20230116 090323.218700;1673856203.2187;False;9.5;2709.5;-6.0;375.0;41.0;41.185;39.38;54.19921875;8.16;-2.25;2.6955126767188227;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090324.232259;1673856204.232259;False;-10.0;2609.5;6.0;377.0;39.44;39.52;37.83;54.19921875;8.16;2.262;-2.732662009847522;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090325.245058;1673856205.245058;False;-39.5;2371.5;26.0;381.0;36.055;36.05;34.55;54.19921875;8.16;9.906;-9.809544521017788;110;33;0;60;48;0.0;0.0;0.0;0;384
20230116 090326.257852;1673856206.257852;False;-61.5;1936.5;29.5;382.5;29.33;29.285;28.08;54.296875;8.16;11.28375;-12.471573056037101;110;33;0;60;48;0.0;0.0;0.0;0;384
20230116 090327.268434;1673856207.268434;False;-88.5;1544.5;33.0;383.0;23.52;23.335;22.45;54.296875;8.16;12.639;-14.313960067734836;110;33;0;60;48;0.0;0.0;0.0;0;386
20230116 090328.282834;1673856208.282834;False;-89.5;1054.5;24.5;382.0;16.01;16.17;15.41;54.296875;8.16;9.359;-9.883214868744469;110;33;0;60;48;0.0;0.0;0.0;0;384
20230116 090329.292126;1673856209.292126;False;-45.0;662.5;7.5;378.5;9.97;10.12;9.62;54.296875;8.16;2.83875;-3.121957699504857;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090330.308686;1673856210.308686;False;0;559.5;0.5;377.0;8.5;8.51;8.14;54.296875;8.16;0.1885;0.0;110;33;0;60;48;0.0;0.0;0.0;0;380
20230116 090331.322047;1673856211.322047;False;80.5;608.5;-15.0;373.5;9.315;8.96;8.75;54.296875;8.16;-5.6025;5.129618664720195;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090332.333150;1673856212.33315;False;21.0;758.5;-6.0;375.0;12.005;10.85;10.94;54.296875;8.16;-2.25;1.6680286194235008;110;33;0;60;48;0.0;0.0;0.0;0;378
20230116 090333.354032;1673856213.354032;False;55.0;876.5;-16.0;373.0;14.665;12.0;12.77;54.296875;8.16;-5.968;5.048277594930998;110;33;0;60;48;0.0;0.0;0.0;0;376
20230116 090334.366783;1673856214.366783;False;75.0;979.5;-21.5;372.0;16.055;13.23;13.96;54.296875;8.16;-7.998;7.692975010478005;110;33;0;60;48;0.0;0.0;0.0;0;374
20230116 090335.392286;1673856215.392286;False;108.5;1199.5;-42.5;367.0;18.91;17.175;17.29;54.296875;8.16;-15.5975;13.62883106986446;110;33;0;60;48;0.0;0.0;0.0;0;370
20230116 090336.411415;1673856216.411415;False;99.5;1480.5;-46.0;366.0;22.635;22.035;21.4;54.19921875;8.16;-16.836;15.4262409467383;110;33;0;60;48;0.0;0.0;0.0;0;368
20230116 090337.423537;1673856217.423537;False;92.0;1769.5;-52.0;365.0;26.95;26.405;25.56;54.19921875;8.16;-18.98;17.047747814949894;110;33;0;60;48;0.0;0.0;0.0;0;366
20230116 090338.433650;1673856218.43365;False;71.5;1972.5;-45.5;365.5;30.23;29.325;28.53;54.19921875;7.82;-16.63025;14.769019763607316;110;33;0;60;48;0.0;0.0;0.0;0;368
20230116 090339.441758;1673856219.441758;False;33.0;2064.5;-22.0;370.5;31.63;30.72;29.87;54.1015625;7.82;-8.151;7.134399836669741;110;33;0;60;40;0.0;0.0;0.0;0;372
20230116 090340.458917;1673856220.458917;False;44.0;2098.5;-27.0;369.5;32.15;31.41;30.45;54.1015625;7.82;-9.9765;9.669193869218665;110;33;0;60;40;0.0;0.0;0.0;0;372
20230116 090341.476967;1673856221.476967;False;24.5;2135.5;-18.5;371.5;32.32;32.27;30.95;54.1015625;7.82;-6.87275;5.47891140792182;110;33;0;60;40;0.0;0.0;0.0;0;374
20230116 090342.491178;1673856222.491178;False;41.5;2154.5;-23.5;370.5;32.48;32.555;31.16;54.1015625;7.82;-8.70675;9.36317656482024;110;33;0;60;40;0.0;0.0;0.0;0;372
20230116 090343.504262;1673856223.504262;False;39.5;2224.5;-27.5;369.5;33.645;33.62;32.23;54.1015625;7.82;-10.16125;9.201489262915485;110;33;0;60;40;0.0;0.0;0.0;0;372
20230116 090344.520332;1673856224.520332;False;83.0;2397.5;-64.5;361.5;36.16;36.12;34.63;54.00390625;7.82;-23.31675;20.838445870648894;110;33;0;60;40;0.0;0.0;0.0;0;364
20230116 090345.530060;1673856225.53006;False;55.5;2557.5;-49.0;364.5;38.765;38.65;37.09;54.00390625;7.82;-17.8605;14.864052941378409;110;33;0;60;40;0.0;0.0;0.25;0;366
20230116 090346.543242;1673856226.543242;False;-13.0;2524.5;3.5;375.5;38.26;38.21;36.64;54.00390625;7.82;1.31425;-3.436745283394554;110;33;0;60;40;0.0;0.0;0.25;0;378
20230116 090347.556049;1673856227.556049;False;-13.5;2397.5;2.0;375.5;36.23;36.165;34.69;54.00390625;7.82;0.751;-3.389385774141688;110;33;0;60;40;0.0;0.0;0.25;0;378
20230116 090348.575656;1673856228.575656;False;-13.5;2279.5;3.0;376.0;34.48;34.44;33.02;54.00390625;7.82;1.128;-3.22256720423607;110;33;0;60;40;0.0;0.0;0.25;0;378
20230116 090349.603159;1673856229.603159;False;-10.0;2139.5;2.5;375.5;32.365;32.435;31.05;54.00390625;7.82;0.93875;-2.240479160785121;110;33;0;60;40;0.0;0.0;0.25;0;378
20230116 090350.617181;1673856230.617181;False;-12.5;2025.5;3.0;376.0;30.625;30.705;29.39;54.00390625;7.82;1.128;-2.651373299935886;110;33;0;60;40;0.0;0.0;0.5;0;378
20230116 090351.625169;1673856231.625169;False;-11.0;1906.5;2.5;376.0;29.0;28.6;27.6;54.00390625;7.82;0.94;-2.196130344491945;110;33;0;60;40;0.0;0.0;0.5;0;378
20230116 090352.640301;1673856232.640301;False;-49.5;1729.5;15.5;378.5;26.605;25.855;25.14;54.00390625;7.82;5.86675;-8.965084415732854;110;33;0;60;40;0.0;0.0;0.5;0;382
20230116 090353.655786;1673856233.655786;False;-11.5;1592.5;-2.5;375.0;24.405;23.71;23.05;54.00390625;7.82;-0.9375;-1.9178114153226689;110;33;0;60;40;0.0;0.0;0.75;0;378
20230116 090354.666125;1673856234.666125;False;17.5;1522.5;-3.5;375.0;23.24;22.36;21.85;54.00390625;7.82;-1.3125;2.790126975469435;110;33;0;60;40;0.0;0.0;0.75;0;376
20230116 090355.674987;1673856235.674987;False;44.5;1605.5;-26.0;370.0;24.47;23.92;23.18;54.00390625;7.82;-9.62;7.481676724585313;110;33;0;60;40;0.0;0.0;0.75;0;372
20230116 090356.698788;1673856236.698788;False;29.0;1682.5;-20.5;371.0;25.42;25.165;24.24;54.00390625;7.82;-7.6055;5.109538651676;110;33;0;60;40;0.0;0.0;0.75;0;374
20230116 090357.710477;1673856237.710477;False;54.5;1805.5;-36.0;368.0;27.27;27.24;26.11;53.90625;7.82;-13.248;10.304397723835741;110;33;0;60;40;0.0;0.0;0.75;0;370
20230116 090358.718990;1673856238.71899;False;53.0;1951.5;-38.0;367.0;29.4;29.535;28.23;53.90625;7.82;-13.946;10.83111191214885;110;33;0;60;40;0.0;0.0;0.75;0;370
20230116 090359.736469;1673856239.736469;False;44.0;2085.5;-37.5;367.0;31.53;31.715;30.3;53.90625;7.82;-13.7625;9.60929416929022;110;33;0;60;40;0.0;0.0;1.0;0;370
20230116 090400.747267;1673856240.747267;False;53.0;2241.5;-45.5;365.0;33.485;34.025;32.35;53.90625;7.82;-16.6075;12.44065454833802;110;33;0;60;40;0.0;0.0;1.0;0;368
20230116 090401.757246;1673856241.757246;False;47.0;2379.5;-37.0;366.5;36.12;36.11;34.61;53.80859375;7.82;-13.5605;11.71149089343983;110;33;0;60;40;0.0;0.0;1.25;0;370
20230116 090402.768562;1673856242.768562;False;24.0;2484.5;-25.5;369.0;37.5;37.685;36.03;53.80859375;7.82;-9.4095;6.244229558275072;110;33;0;60;40;0.0;0.0;1.5;0;372
20230116 090403.778081;1673856243.778081;False;-6.5;2442.5;0;374.5;37.24;37.035;35.59;53.80859375;7.82;0.0;-1.6625570122184983;110;33;0;60;40;0.0;0.0;1.5;0;378
20230116 090404.787710;1673856244.78771;False;-14.0;2390.5;-1.0;374.5;36.045;36.125;34.58;53.80859375;7.82;-0.3745;-3.5046560445896535;110;33;0;60;40;0.0;0.0;1.75;0;378
20230116 090405.799387;1673856245.799387;False;0;2360.5;-6.0;373.5;35.655;35.625;34.15;53.80859375;7.82;-2.241;0.0;110;33;0;60;40;0.0;0.0;1.75;0;376
20230116 090406.816082;1673856246.816082;False;25.5;2394.5;-26.0;369.5;36.16;36.11;34.63;53.80859375;7.82;-9.607;6.394162067667645;110;33;0;60;40;0.0;0.0;1.75;0;372
20230116 090407.832532;1673856247.832532;False;1.0;2385.5;-8.0;373.0;36.04;36.015;34.53;53.80859375;7.82;-2.984;0.24980897583794837;110;33;0;60;40;0.0;0.0;1.75;0;376
20230116 090408.847350;1673856248.84735;False;-14.5;2347.5;-1.5;374.5;35.365;35.66;34.03;53.80859375;7.82;-0.56175;-3.564529564579319;110;33;0;60;40;0.0;0.0;2.0;0;378
20230116 090409.856527;1673856249.856527;False;-9.0;2234.5;1.5;375.0;33.92;33.875;32.48;53.80859375;7.82;0.5625;-2.1059666353339175;110;33;0;60;40;0.0;0.0;2.0;0;378
20230116 090410.870230;1673856250.87023;False;-13.5;2159.5;-2.5;374.5;32.77;32.54;31.29;53.80859375;7.82;-0.93625;-3.052921200942221;110;33;0;60;40;0.0;0.0;2.0;0;378
20230116 090411.879007;1673856251.879007;False;-60.5;2012.5;19.0;378.5;30.37;30.325;29.08;53.80859375;7.82;7.1915;-12.750284684288076;110;33;0;60;40;0.0;0.0;2.0;0;382
20230116 090412.894193;1673856252.894193;False;-73.0;1649.5;24.0;380.5;25.035;25.09;24.01;53.80859375;7.82;9.132;-12.609672233101152;110;33;0;60;40;0.0;0.0;2.25;0;382
20230116 090413.908188;1673856253.908188;False;-55.0;1202.5;10.5;378.0;18.41;18.415;17.64;53.80859375;7.82;3.969;-6.9259028042264985;110;33;0;60;40;0.0;0.0;2.25;0;380
20230116 090414.919735;1673856254.919735;False;-7.5;972.5;-4.5;374.5;14.365;14.865;14.0;53.80859375;7.82;-1.68525;-0.7637997139040184;110;33;0;60;40;0.0;0.0;2.25;0;378
20230116 090415.930772;1673856255.930772;False;-5.5;937.5;-7.0;374.5;13.92;14.29;13.51;53.80859375;7.82;-2.6215;-0.5399612373357457;110;33;0;60;40;0.0;0.0;2.25;0;376
20230116 090416.938947;1673856256.938947;False;-2.0;896.5;-11.0;373.0;13.415;13.825;13.05;53.80859375;7.82;-4.103;-0.18776252092954998;110;33;0;60;40;0.0;0.0;2.25;0;376
20230116 090417.947374;1673856257.947374;False;1.0;846.5;-16.5;372.0;12.435;12.93;12.15;53.80859375;7.82;-6.138;0.088645272708792;110;33;0;60;40;0.0;0.0;2.5;0;374
20230116 090418.960403;1673856258.960403;False;16.5;851.5;-17.5;371.5;13.165;12.905;12.48;53.80859375;7.82;-6.50125;1.4712863794924398;110;33;0;60;40;0.0;0.0;2.75;0;374
20230116 090419.984185;1673856259.984185;False;-1.5;813.5;-11.5;373.0;12.51;12.245;11.86;53.7109375;7.82;-4.2895;-0.12778428118476484;110;33;0;60;40;0.0;0.0;3.0;0;376
20230116 090420.995608;1673856260.995608;False;28.5;795.5;-14.5;372.5;12.015;11.75;11.38;53.7109375;7.82;-5.40125;2.3741801081341465;110;33;0;60;40;0.0;0.0;3.0;0;374
20230116 090422.010928;1673856262.010928;False;105.0;1016.5;-41.5;366.5;16.02;14.505;14.62;53.7109375;7.82;-15.20975;11.177001263309087;110;33;0;60;40;0.0;0.0;3.25;0;368
20230116 090423.021217;1673856263.021217;False;85.0;1317.5;-42.0;366.0;21.005;18.91;19.12;53.7109375;7.82;-15.372;11.727303576462896;110;33;0;60;40;0.0;0.0;3.25;0;368
20230116 090424.037686;1673856264.037686;False;101.5;1498.5;-57.5;363.0;23.31;21.615;21.52;53.7109375;7.82;-20.8725;15.927639134251233;110;33;0;60;40;0.0;0.0;3.25;0;364
20230116 090425.050163;1673856265.050163;False;104.0;1704.5;-64.5;361.0;25.75;25.635;24.62;53.61328125;7.82;-23.2845;18.56346155055185;110;33;0;60;40;0.0;0.0;3.25;0;364
20230116 090426.062211;1673856266.062211;False;-0.5;1723.5;-8.5;372.0;26.095;26.59;25.24;53.61328125;7.82;-3.162;-0.0902422489743668;110;33;0;60;40;0.0;0.0;3.25;0;374
20230116 090427.076078;1673856267.076078;False;84.5;1634.5;-47.0;365.0;24.61;24.515;23.53;53.61328125;7.82;-17.155;14.463395158290586;110;33;0;60;40;0.0;0.0;3.5;0;366
20230116 090428.084721;1673856268.084721;False;102.5;1919.5;-71.5;359.0;29.005;28.93;27.76;53.515625;7.82;-25.6685;20.603480920099162;110;33;0;60;40;0.0;0.0;3.5;0;362
20230116 090429.100180;1673856269.10018;False;86.0;2182.5;-66.5;360.0;32.925;33.075;31.62;53.515625;7.82;-23.94;19.655374437184538;110;33;0;60;40;0.0;0.0;3.5;0;362
20230116 090430.107883;1673856270.107883;False;86.0;2493.5;-80.0;356.5;37.995;37.455;36.15;53.41796875;7.82;-28.52;22.456209007614962;110;33;0;60;40;0.0;0.0;3.5;0;360
20230116 090431.115211;1673856271.115211;False;-9.0;2518.5;0.0;373.0;38.435;38.075;36.66;53.41796875;7.82;0.0;-2.3736303294197683;110;33;0;60;40;0.0;0.0;3.5;0;376
20230116 090432.123630;1673856272.12363;False;-14.5;2389.5;0;373.5;36.0;36.015;34.51;53.41796875;7.82;0.0;-3.6283038954471922;110;33;0;60;40;0.0;0.0;3.75;0;376
20230116 090433.144731;1673856273.144731;False;-51.5;1930.5;17.0;377.5;29.485;29.18;28.11;53.41796875;7.82;6.4175;-10.411316593812915;110;33;0;60;40;0.0;0.0;3.75;0;380
20230116 090434.159268;1673856274.159268;False;-70.5;1554.5;18.5;378.0;23.76;23.71;22.74;53.41796875;7.82;6.993;-11.476473583012531;110;33;0;60;40;0.0;0.0;3.75;0;380
20230116 090435.172271;1673856275.172271;False;-60.0;1167.5;6.0;376.0;17.66;17.72;16.95;53.41796875;7.82;2.256;-7.335618846132167;110;33;0;60;40;0.0;0.0;3.75;0;378
20230116 090436.185248;1673856276.185248;False;-43.0;772.5;-1.5;374.0;11.225;12.31;11.27;53.41796875;7.82;-0.561;-3.478528465687299;110;33;0;60;40;0.0;0.0;3.75;0;378
20230116 090437.196545;1673856277.196545;False;-1.5;586.5;-9.0;373.0;7.905;9.53;8.35;53.41796875;7.82;-3.357;-0.09212720456652067;110;33;0;60;40;0.0;0.0;3.75;0;376
20230116 090438.204711;1673856278.204711;False;43.0;537.5;-16.0;371.0;7.11;9.48;7.94;53.41796875;7.82;-5.936;2.420335340203136;110;33;0;60;40;0.0;0.0;3.75;0;374
20230116 090439.221300;1673856279.2213;False;98.5;613.5;-33.0;368.0;8.105;10.075;8.7;53.41796875;7.82;-12.144;6.32818862194226;110;33;0;60;40;0.0;0.0;3.75;0;370
20230116 090440.233325;1673856280.233325;False;115.0;948.5;-48.5;364.0;13.79;14.24;13.42;53.41796875;7.82;-17.654;11.42256908906469;110;33;0;60;40;0.0;0.0;3.75;0;366
20230116 090441.252238;1673856281.252238;False;130.0;1375.5;-71.0;359.0;20.605;20.655;19.76;53.3203125;7.82;-25.489;18.72546301172196;110;33;0;60;40;0.0;0.0;3.75;0;362
20230116 090442.262312;1673856282.262312;False;100.0;1752.5;-70.0;359.0;26.285;26.335;25.21;53.3203125;7.82;-25.13;18.352137084720372;110;33;0;60;40;0.0;0.0;3.75;0;360
20230116 090443.273712;1673856283.273712;False;58.0;2052.5;-55.5;361.0;31.235;31.41;30.01;53.22265625;7.82;-20.0355;12.466363248219897;110;33;0;60;40;0.0;0.0;4.0;0;364
20230116 090444.289196;1673856284.289196;False;-21.5;2013.5;-0.5;373.0;30.555;30.535;29.27;53.22265625;7.82;-0.1865;-4.5333443790688515;110;33;0;60;40;0.0;0.0;4.25;0;376
20230116 090445.301853;1673856285.301853;False;-27.0;1475.5;0;373.5;22.405;22.375;21.45;53.22265625;7.82;0.0;-4.171877964334566;110;33;0;60;40;0.0;0.0;4.25;0;376
20230116 090446.311130;1673856286.31113;False;-56.0;911.5;1.5;374.0;13.75;14.07;13.25;53.22265625;7.82;0.561;-5.345315180327914;110;33;0;60;40;0.0;0.0;4.5;0;376
20230116 090447.323716;1673856287.323716;False;-20.0;699.5;-11.5;371.5;10.56;10.67;10.12;53.22265625;7.82;-4.27225;-1.4650293741240403;110;33;0;60;40;0.0;0.0;4.5;0;374
20230116 090448.337340;1673856288.33734;False;-0.5;727.5;-10.0;372.0;10.355;12.275;10.47;53.22265625;7.82;-3.72;-0.03809181092477624;110;33;0;60;40;0.0;0.0;4.5;0;374
20230116 090449.347504;1673856289.347504;False;-3.0;780.5;-10.0;372.0;11.77;11.93;10.96;53.22265625;7.82;-3.72;-0.24520130661268336;110;33;0;60;40;0.0;0.0;4.5;0;374
20230116 090450.359852;1673856290.359852;False;37.5;851.5;-20.0;370.0;12.755;12.69;12.19;53.22265625;7.82;-7.4;3.343832680664636;110;33;0;60;40;0.0;0.0;4.5;0;372
20230116 090451.367860;1673856291.36786;False;73.0;1147.5;-39.5;366.0;17.105;17.08;16.38;53.22265625;7.82;-14.457;8.772112086986098;110;33;0;60;40;0.0;0.0;4.5;0;368
20230116 090452.379566;1673856292.379566;False;53.5;1480.5;-38.0;365.5;22.495;22.605;21.61;53.125;7.82;-13.889;8.294511463824112;110;33;0;60;40;0.0;0.0;4.5;0;368
20230116 090453.390123;1673856293.390123;False;-11.0;1573.5;-11.5;371.5;23.515;23.825;22.68;53.125;7.82;-4.27225;-1.812541881488631;110;33;0;60;40;0.0;0.0;4.75;0;374
20230116 090454.401653;1673856294.401653;False;-12.5;1611.5;-10.0;372.0;23.815;24.735;23.26;53.125;7.82;-3.72;-2.109448567191647;110;33;0;61;40;0.0;0.0;4.75;0;374
